time,Prop,Type,Group,strain_type,exposure,choose_rho,waning
50,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
50,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
50,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
50,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
55,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
55,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
55,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
55,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
55,0.0027331410703731332,P,6,HKU1_S1,Variation,rho_05,Direct
60,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
60,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
60,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
60,0.0027331410703731332,P,6,HKU1_S1,Variation,rho_05,Direct
65,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
65,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
65,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
0,0.08088235294117649,M,2,HKU1_S1,Variation,rho_05,Laddered
0,0.18382352941176475,M,3,HKU1_S1,Variation,rho_05,Laddered
0,0.21323529411764708,M,4,HKU1_S1,Variation,rho_05,Laddered
0,0.23529411764705882,M,5,HKU1_S1,Variation,rho_05,Laddered
0,0.03676470588235295,M,6,HKU1_S1,Variation,rho_05,Laddered
0,0.25000000000000006,P,1,HKU1_S1,Variation,rho_05,Laddered
0.125,0.040394661265090046,M,2,HKU1_S1,Variation,rho_05,Laddered
0.125,0.1064950160625101,M,4,HKU1_S1,Variation,rho_05,Laddered
0.125,0.1175117418620801,M,5,HKU1_S1,Variation,rho_05,Laddered
0.125,0.5419646735277402,P,1,HKU1_S1,Variation,rho_05,Laddered
0.25,0.02017412785844979,M,2,HKU1_S1,Variation,rho_05,Laddered
0.25,0.04585029058738588,M,3,HKU1_S1,Variation,rho_05,Laddered
0.25,0.05318633708136761,M,4,HKU1_S1,Variation,rho_05,Laddered
0.25,0.0586883719518539,M,5,HKU1_S1,Variation,rho_05,Laddered
0.25,0.6139790887269599,P,1,HKU1_S1,Variation,rho_05,Laddered
0.375,0.022898789493476894,M,3,HKU1_S1,Variation,rho_05,Laddered
0.375,0.029310450551650404,M,5,HKU1_S1,Variation,rho_05,Laddered
0.375,0.5920458930355342,P,1,HKU1_S1,Variation,rho_05,Laddered
0.5,0.005031946747059524,M,2,HKU1_S1,Variation,rho_05,Laddered
0.5,0.011436242606953464,M,3,HKU1_S1,Variation,rho_05,Laddered
0.5,0.013266041424066014,M,4,HKU1_S1,Variation,rho_05,Laddered
0.5,0.01463839053690043,M,5,HKU1_S1,Variation,rho_05,Laddered
0.5,0.002287248521390692,M,6,HKU1_S1,Variation,rho_05,Laddered
0.5,0.5377096201668768,P,1,HKU1_S1,Variation,rho_05,Laddered
0.625,0.005711594982659979,M,3,HKU1_S1,Variation,rho_05,Laddered
0.625,0.0066254501798855715,M,4,HKU1_S1,Variation,rho_05,Laddered
0.625,0.0073108415778047695,M,5,HKU1_S1,Variation,rho_05,Laddered
0.625,0.47957627292037713,P,1,HKU1_S1,Variation,rho_05,Laddered
0.75,0.0028525393743975614,M,3,HKU1_S1,Variation,rho_05,Laddered
0.75,0.0033089456743011702,M,4,HKU1_S1,Variation,rho_05,Laddered
0.75,0.0036512503992288774,M,5,HKU1_S1,Variation,rho_05,Laddered
0.75,0.42933432187692944,P,1,HKU1_S1,Variation,rho_05,Laddered
0.875,0.001424646036552487,M,3,HKU1_S1,Variation,rho_05,Laddered
0.875,0.001823546926787183,M,5,HKU1_S1,Variation,rho_05,Laddered
0.875,0.3902653229895341,P,1,HKU1_S1,Variation,rho_05,Laddered
1,0.3618328786575041,P,1,HKU1_S1,Variation,rho_05,Laddered
1,0.08057879334734228,P,2,HKU1_S1,Variation,rho_05,Laddered
1,0.12397645653727808,P,3,HKU1_S1,Variation,rho_05,Laddered
1,0.17957436708849123,P,4,HKU1_S1,Variation,rho_05,Laddered
1,0.24849208466307066,P,5,HKU1_S1,Variation,rho_05,Laddered
2,0.3073256530703436,P,1,HKU1_S1,Variation,rho_05,Laddered
2,0.10575801824242531,P,2,HKU1_S1,Variation,rho_05,Laddered
2,0.14196465754419701,P,3,HKU1_S1,Variation,rho_05,Laddered
2,0.18965135674511566,P,4,HKU1_S1,Variation,rho_05,Laddered
2,0.25255799935197176,P,5,HKU1_S1,Variation,rho_05,Laddered
2,0.002731076448075111,P,6,HKU1_S1,Variation,rho_05,Laddered
3,0.3063039535286407,P,1,HKU1_S1,Variation,rho_05,Laddered
3,0.10639899823048748,P,2,HKU1_S1,Variation,rho_05,Laddered
3,0.14223855771335564,P,3,HKU1_S1,Variation,rho_05,Laddered
3,0.18974432257724894,P,4,HKU1_S1,Variation,rho_05,Laddered
3,0.2525819040289299,P,5,HKU1_S1,Variation,rho_05,Laddered
3,0.002732227840700703,P,6,HKU1_S1,Variation,rho_05,Laddered
4,0.3062941296636099,P,1,HKU1_S1,Variation,rho_05,Laddered
4,0.10640603895328811,P,2,HKU1_S1,Variation,rho_05,Laddered
4,0.14224071656492016,P,3,HKU1_S1,Variation,rho_05,Laddered
4,0.1897448605000979,P,4,HKU1_S1,Variation,rho_05,Laddered
4,0.2525820138360188,P,5,HKU1_S1,Variation,rho_05,Laddered
4,0.0027322402978403586,P,6,HKU1_S1,Variation,rho_05,Laddered
5,0.3062940520159827,P,1,HKU1_S1,Variation,rho_05,Laddered
5,0.10640609701992072,P,2,HKU1_S1,Variation,rho_05,Laddered
5,0.14224073194730602,P,3,HKU1_S1,Variation,rho_05,Laddered
5,0.18974486401778237,P,4,HKU1_S1,Variation,rho_05,Laddered
5,0.25258201456284435,P,5,HKU1_S1,Variation,rho_05,Laddered
5,0.0027322404353099365,P,6,HKU1_S1,Variation,rho_05,Laddered
10,0.30629405136770615,P,1,HKU1_S1,Variation,rho_05,Laddered
10,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
10,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
10,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
10,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
10,0.00273224043715847,P,6,HKU1_S1,Variation,rho_05,Laddered
15,0.30629405136770615,P,1,HKU1_S1,Variation,rho_05,Laddered
15,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
15,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
15,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
15,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
20,0.30629405136770615,P,1,HKU1_S1,Variation,rho_05,Laddered
20,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
20,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
20,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
20,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
25,0.30629405136770615,P,1,HKU1_S1,Variation,rho_05,Laddered
25,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
25,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
25,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
25,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
25,0.0027322404371584704,P,6,HKU1_S1,Variation,rho_05,Laddered
30,0.30629405136770615,P,1,HKU1_S1,Variation,rho_05,Laddered
30,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
30,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
30,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
30,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
35,0.30629405136770615,P,1,HKU1_S1,Variation,rho_05,Laddered
35,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
35,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
35,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
35,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
35,0.0027322404371584704,P,6,HKU1_S1,Variation,rho_05,Laddered
40,0.30629405136770615,P,1,HKU1_S1,Variation,rho_05,Laddered
40,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
40,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
40,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
40,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
40,0.0027322404371584704,P,6,HKU1_S1,Variation,rho_05,Laddered
45,0.30629405136770615,P,1,HKU1_S1,Variation,rho_05,Laddered
45,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
45,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
45,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
45,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
45,0.0027322404371584704,P,6,HKU1_S1,Variation,rho_05,Laddered
50,0.30629405136770615,P,1,HKU1_S1,Variation,rho_05,Laddered
50,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
50,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
50,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
50,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
55,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
55,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
55,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
55,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
55,0.0027322404371584704,P,6,HKU1_S1,Variation,rho_05,Laddered
60,0.14224073206553234,P,3,HKU1_S1,Variation,rho_05,Laddered
60,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
60,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
60,0.0027322404371584704,P,6,HKU1_S1,Variation,rho_05,Laddered
65,0.1064060975165829,P,2,HKU1_S1,Variation,rho_05,Laddered
65,0.18974486404418747,P,4,HKU1_S1,Variation,rho_05,Laddered
65,0.2525820145688328,P,5,HKU1_S1,Variation,rho_05,Laddered
0,0.07352941176470588,M,2,a_229E_S1,Variation,rho_05,Direct
0,0.15441176470588236,M,3,a_229E_S1,Variation,rho_05,Direct
0,0.36764705882352944,M,4,a_229E_S1,Variation,rho_05,Direct
0,0.2426470588235294,M,5,a_229E_S1,Variation,rho_05,Direct
0,0.16176470588235295,P,1,a_229E_S1,Variation,rho_05,Direct
0.125,0.02203195113642646,M,2,a_229E_S1,Variation,rho_05,Direct
0.125,0.046267097386495544,M,3,a_229E_S1,Variation,rho_05,Direct
0.125,0.11015975568213227,M,4,a_229E_S1,Variation,rho_05,Direct
0.125,0.5122910643464008,P,1,a_229E_S1,Variation,rho_05,Direct
0.25,0.006601535222299746,M,2,a_229E_S1,Variation,rho_05,Direct
0.25,0.01386322396682946,M,3,a_229E_S1,Variation,rho_05,Direct
0.25,0.033007676111498734,M,4,a_229E_S1,Variation,rho_05,Direct
0.25,0.5007346376655651,P,1,a_229E_S1,Variation,rho_05,Direct
0.375,0.0019780613223320124,M,2,a_229E_S1,Variation,rho_05,Direct
0.375,0.004153928776897223,M,3,a_229E_S1,Variation,rho_05,Direct
0.375,0.009890306611660061,M,4,a_229E_S1,Variation,rho_05,Direct
0.375,0.006527602363695638,M,5,a_229E_S1,Variation,rho_05,Direct
0.375,0.46589589828268785,P,1,a_229E_S1,Variation,rho_05,Direct
0.5,5.92701676552181e-4,M,2,a_229E_S1,Variation,rho_05,Direct
0.5,0.0012446735207595789,M,3,a_229E_S1,Variation,rho_05,Direct
0.5,0.0029635083827609047,M,4,a_229E_S1,Variation,rho_05,Direct
0.5,0.001955915532622197,M,5,a_229E_S1,Variation,rho_05,Direct
0.5,0.4470131811735371,P,1,a_229E_S1,Variation,rho_05,Direct
0.625,1.7759227539037735e-4,M,2,a_229E_S1,Variation,rho_05,Direct
0.625,3.7294377831979206e-4,M,3,a_229E_S1,Variation,rho_05,Direct
0.625,5.860545087882452e-4,M,5,a_229E_S1,Variation,rho_05,Direct
0.625,0.4390827375916892,P,1,a_229E_S1,Variation,rho_05,Direct
0.75,1.1176864783070867e-4,M,3,a_229E_S1,Variation,rho_05,Direct
0.75,0.436095021785763,P,1,a_229E_S1,Variation,rho_05,Direct
0.875,0.4350357150714467,P,1,a_229E_S1,Variation,rho_05,Direct
0.875,0.21107973224132362,P,4,a_229E_S1,Variation,rho_05,Direct
1,0.43467352885718796,P,1,a_229E_S1,Variation,rho_05,Direct
1,0.01673890962479513,P,2,a_229E_S1,Variation,rho_05,Direct
1,0.09464480372811501,P,3,a_229E_S1,Variation,rho_05,Direct
1,0.21130200696215398,P,4,a_229E_S1,Variation,rho_05,Direct
1,0.24258627104302669,P,5,a_229E_S1,Variation,rho_05,Direct
2,0.4344950900239676,P,1,a_229E_S1,Variation,rho_05,Direct
2,0.0166818320684857,P,2,a_229E_S1,Variation,rho_05,Direct
2,0.09439990491568838,P,3,a_229E_S1,Variation,rho_05,Direct
2,0.21140120028330026,P,4,a_229E_S1,Variation,rho_05,Direct
2,0.24302196352376135,P,5,a_229E_S1,Variation,rho_05,Direct
3,0.4344950484599752,P,1,a_229E_S1,Variation,rho_05,Direct
3,0.016681746305182845,P,2,a_229E_S1,Variation,rho_05,Direct
3,0.09439828500476867,P,3,a_229E_S1,Variation,rho_05,Direct
3,0.21140044488015722,P,4,a_229E_S1,Variation,rho_05,Direct
3,0.24302447542500083,P,5,a_229E_S1,Variation,rho_05,Direct
4,0.4344950481773599,P,1,a_229E_S1,Variation,rho_05,Direct
4,0.0166817461744145,P,2,a_229E_S1,Variation,rho_05,Direct
4,0.09439827640935824,P,3,a_229E_S1,Variation,rho_05,Direct
4,0.21140043444719941,P,4,a_229E_S1,Variation,rho_05,Direct
4,0.24302449479179292,P,5,a_229E_S1,Variation,rho_05,Direct
5,0.43449504817700263,P,1,a_229E_S1,Variation,rho_05,Direct
5,0.016681746174095274,P,2,a_229E_S1,Variation,rho_05,Direct
5,0.09439827630839882,P,3,a_229E_S1,Variation,rho_05,Direct
5,0.21140043421079424,P,4,a_229E_S1,Variation,rho_05,Direct
5,0.2430244951297093,P,5,a_229E_S1,Variation,rho_05,Direct
10,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
10,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
10,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
10,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
10,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
15,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
15,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
15,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
15,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
15,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
20,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
20,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
20,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
20,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
20,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
25,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
25,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
25,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
25,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
25,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
30,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
30,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
30,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
30,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
30,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
35,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
35,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
35,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
35,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
35,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
40,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
40,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
40,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
40,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
40,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
45,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
45,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
45,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
45,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
45,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
50,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
50,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
50,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
50,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
50,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
55,0.4344950481770019,P,1,a_229E_S1,Variation,rho_05,Direct
55,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
55,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
55,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
55,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
60,0.016681746174092998,P,2,a_229E_S1,Variation,rho_05,Direct
60,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
60,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
60,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
65,0.09439827630659943,P,3,a_229E_S1,Variation,rho_05,Direct
65,0.21140043420418173,P,4,a_229E_S1,Variation,rho_05,Direct
65,0.24302449513812385,P,5,a_229E_S1,Variation,rho_05,Direct
0,0.07352941176470588,M,2,a_229E_S1,Variation,rho_05,Laddered
0,0.15441176470588236,M,3,a_229E_S1,Variation,rho_05,Laddered
0,0.36764705882352944,M,4,a_229E_S1,Variation,rho_05,Laddered
0,0.2426470588235294,M,5,a_229E_S1,Variation,rho_05,Laddered
0,0.16176470588235295,P,1,a_229E_S1,Variation,rho_05,Laddered
0.125,0.037335911456364494,M,2,a_229E_S1,Variation,rho_05,Laddered
0.125,0.07840541405836546,M,3,a_229E_S1,Variation,rho_05,Laddered
0.125,0.18667955728182245,M,4,a_229E_S1,Variation,rho_05,Laddered
0.125,0.5124565755760742,P,1,a_229E_S1,Variation,rho_05,Laddered
0.25,0.01895804359499237,M,2,a_229E_S1,Variation,rho_05,Laddered
0.25,0.03981189154948398,M,3,a_229E_S1,Variation,rho_05,Laddered
0.25,0.09479021797496184,M,4,a_229E_S1,Variation,rho_05,Laddered
0.25,0.6242173965778991,P,1,a_229E_S1,Variation,rho_05,Laddered
0.375,0.009626308564759814,M,2,a_229E_S1,Variation,rho_05,Laddered
0.375,0.020215247985995607,M,3,a_229E_S1,Variation,rho_05,Laddered
0.375,0.04813154282379907,M,4,a_229E_S1,Variation,rho_05,Laddered
0.375,0.03176681826370738,M,5,a_229E_S1,Variation,rho_05,Laddered
0.375,0.6272568132511507,P,1,a_229E_S1,Variation,rho_05,Laddered
0.5,0.004887942389261591,M,2,a_229E_S1,Variation,rho_05,Laddered
0.5,0.010264679017449341,M,3,a_229E_S1,Variation,rho_05,Laddered
0.5,0.02443971194630795,M,4,a_229E_S1,Variation,rho_05,Laddered
0.5,0.016130209884563245,M,5,a_229E_S1,Variation,rho_05,Laddered
0.5,0.5871789828619067,P,1,a_229E_S1,Variation,rho_05,Laddered
0.625,0.002481949492814071,M,2,a_229E_S1,Variation,rho_05,Laddered
0.625,0.00521209393490955,M,3,a_229E_S1,Variation,rho_05,Laddered
0.625,0.008190433326286432,M,5,a_229E_S1,Variation,rho_05,Laddered
0.625,0.536066736604862,P,1,a_229E_S1,Variation,rho_05,Laddered
0.75,0.002646545114592811,M,3,a_229E_S1,Variation,rho_05,Laddered
0.75,0.48835301010056714,P,1,a_229E_S1,Variation,rho_05,Laddered
0.875,0.44931176911663667,P,1,a_229E_S1,Variation,rho_05,Laddered
0.875,0.15641694209445947,P,4,a_229E_S1,Variation,rho_05,Laddered
1,0.41973058427980914,P,1,a_229E_S1,Variation,rho_05,Laddered
1,0.07660190811447462,P,2,a_229E_S1,Variation,rho_05,Laddered
1,0.11584518215634951,P,3,a_229E_S1,Variation,rho_05,Laddered
1,0.16394745315589945,P,4,a_229E_S1,Variation,rho_05,Laddered
1,0.22017056422211434,P,5,a_229E_S1,Variation,rho_05,Laddered
2,0.3581477172875005,P,1,a_229E_S1,Variation,rho_05,Laddered
2,0.10541372260534528,P,2,a_229E_S1,Variation,rho_05,Laddered
2,0.13636785474874422,P,3,a_229E_S1,Variation,rho_05,Laddered
2,0.17536775451727024,P,4,a_229E_S1,Variation,rho_05,Laddered
2,0.224686590236721,P,5,a_229E_S1,Variation,rho_05,Laddered
3,0.35673138964646206,P,1,a_229E_S1,Variation,rho_05,Laddered
3,0.10631372014385075,P,2,a_229E_S1,Variation,rho_05,Laddered
3,0.13674625893108136,P,3,a_229E_S1,Variation,rho_05,Laddered
3,0.17549216431788983,P,4,a_229E_S1,Variation,rho_05,Laddered
3,0.22471641020895675,P,5,a_229E_S1,Variation,rho_05,Laddered
4,0.3567147557162098,P,1,a_229E_S1,Variation,rho_05,Laddered
4,0.10632581541557247,P,2,a_229E_S1,Variation,rho_05,Laddered
4,0.13674986641566228,P,3,a_229E_S1,Variation,rho_05,Laddered
4,0.1754930112989238,P,4,a_229E_S1,Variation,rho_05,Laddered
4,0.22471655087163575,P,5,a_229E_S1,Variation,rho_05,Laddered
5,0.35671461253373116,P,1,a_229E_S1,Variation,rho_05,Laddered
5,0.10632592636888698,P,2,a_229E_S1,Variation,rho_05,Laddered
5,0.13674989305797586,P,3,a_229E_S1,Variation,rho_05,Laddered
5,0.17549301642372606,P,4,a_229E_S1,Variation,rho_05,Laddered
5,0.22471655161416623,P,5,a_229E_S1,Variation,rho_05,Laddered
10,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
10,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
10,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
10,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
10,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
15,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
15,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
15,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
15,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
15,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
20,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
20,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
20,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
20,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
20,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
25,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
25,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
25,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
25,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
25,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
30,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
30,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
30,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
30,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
30,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
35,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
35,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
35,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
35,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
35,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
40,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
40,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
40,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
40,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
40,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
45,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
45,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
45,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
45,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
45,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
50,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
50,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
50,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
50,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
50,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
55,0.35671461130696336,P,1,a_229E_S1,Variation,rho_05,Laddered
55,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
55,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
55,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
55,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
60,0.10632592736049193,P,2,a_229E_S1,Variation,rho_05,Laddered
60,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
60,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
60,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
65,0.13674989325765943,P,3,a_229E_S1,Variation,rho_05,Laddered
65,0.175493016456408,P,4,a_229E_S1,Variation,rho_05,Laddered
65,0.22471655161847723,P,5,a_229E_S1,Variation,rho_05,Laddered
0,0.11764705882352941,M,2,NL63_S1,Variation,rho_05,Direct
0,0.20588235294117652,M,3,NL63_S1,Variation,rho_05,Direct
0,0.3529411764705883,M,4,NL63_S1,Variation,rho_05,Direct
0,0.10294117647058826,M,5,NL63_S1,Variation,rho_05,Direct
